match_id,inning,batsman,batsman_runs
614,2,DR Smith,27
109,2,S Dhawan,27
283,2,V Kohli,27
230,1,AT Rayudu,27
139,1,JH Kallis,27
293,1,KD Karthik,27
311,2,AC Gilchrist,27
458,2,RG Sharma,27
25,2,SPD Smith,27
403,1,BJ Hodge,27
403,2,AT Rayudu,27
609,2,MS Dhoni,27
203,2,NV Ojha,27
605,2,JC Buttler,27
246,1,AL Menaria,27
521,1,DR Smith,27
197,2,JH Kallis,27
364,1,Y Venugopal Rao,27
523,1,AD Mathews,27
352,2,DT Christian,27
126,1,AD Mascarenhas,27
37,2,N Rana,27
174,2,LRPL Taylor,27
279,1,DT Christian,27
280,1,AB de Villiers,27
280,1,V Kohli,27
292,1,KC Sangakkara,27
292,1,S Dhawan,27
585,2,SK Raina,27
392,1,YK Pathan,27
41,1,AJ Finch,27
17,1,SPD Smith,27
618,1,KS Williamson,27
565,1,MS Dhoni,27
112,1,Yuvraj Singh,27
216,2,A Symonds,27
376,2,CH Gayle,27
234,2,KA Pollard,27
511,1,Y Venugopal Rao,27
363,2,MK Tiwary,27
527,1,P Negi,27
83,1,SK Raina,27
481,2,CH Gayle,27
152,1,RA Jadeja,27
619,1,KA Pollard,27
516,2,RA Jadeja,27
448,2,R Sathish,27
151,1,TL Suman,27
80,2,B Akhil,27
345,1,Y Nagar,27
217,2,S Sriram,27
86,2,YV Takawale,27
523,1,Yuvraj Singh,27
622,1,WP Saha,27
235,2,MS Bisla,27
559,1,DR Smith,27
464,1,SPD Smith,27
361,1,STR Binny,27
220,2,JH Kallis,27
53,1,RG Sharma,27
222,1,MK Tiwary,27
380,1,SK Raina,27
604,1,MP Stoinis,27
604,2,Ishan Kishan,27
187,1,NV Ojha,27
632,1,CH Morris,27
549,1,RG Sharma,27
339,2,KP Pietersen,27
17,1,MK Tiwary,27
189,2,AB de Villiers,27
603,2,Sachin Baby,27
384,1,PA Reddy,27
574,1,CH Gayle,27
51,1,MN Samuels,27
543,1,MA Agarwal,27
71,1,WP Saha,27
238,2,RG Sharma,27
2,1,KA Pollard,27
635,2,Bipul Sharma,27
4,1,SPD Smith,26
275,2,S Sohal,26
356,2,CH Gayle,26
305,1,YK Pathan,26
552,1,RG Sharma,26
127,2,KC Sangakkara,26
580,2,KV Sharma,26
164,2,HH Gibbs,26
417,2,R Vinay Kumar,26
237,2,SS Tiwary,26
80,1,Y Venugopal Rao,26
213,1,MK Tiwary,26
473,2,KP Pietersen,26
475,2,DA Miller,26
347,2,JH Kallis,26
123,1,KC Sangakkara,26
214,1,R Dravid,26
627,2,AJ Finch,26
439,2,AT Rayudu,26
440,2,AC Gilchrist,26
267,2,SR Watson,26
268,1,AB de Villiers,26
540,1,SR Watson,26
270,1,AC Gilchrist,26
234,1,M Vijay,26
556,2,KA Pollard,26
22,1,SE Marsh,26
521,2,KS Williamson,26
305,1,Shakib Al Hasan,26
444,1,PA Patel,26
438,1,MC Henriques,26
79,2,AB de Villiers,26
348,2,RV Uthappa,26
309,1,LR Shukla,26
484,2,PA Patel,26
218,1,G Gambhir,26
65,1,K Goel,26
373,2,S Dhawan,26
374,1,Gurkeerat Singh,26
449,2,KK Cooper,26
324,1,MS Dhoni,26
58,2,RG Sharma,26
218,1,M Manhas,26
262,1,MS Dhoni,26
186,1,TL Suman,26
183,2,V Sehwag,26
152,1,SA Asnodkar,26
184,1,YK Pathan,26
529,2,SV Samson,26
24,1,KA Pollard,26
463,2,MA Agarwal,26
90,1,CL White,26
53,2,CA Lynn,26
405,1,AC Gilchrist,26
231,2,RV Uthappa,26
172,1,AB de Villiers,26
485,1,KM Jadhav,26
118,1,ST Jayasuriya,26
514,2,GJ Bailey,26
514,2,M Vohra,26
11,2,RV Uthappa,26
341,1,JP Duminy,26
341,2,SPD Smith,26
263,2,CH Gayle,26
38,2,MS Dhoni,26
32,2,EJG Morgan,26
18,1,SS Iyer,26
446,1,MEK Hussey,26
460,1,MS Dhoni,26
521,2,S Dhawan,26
88,1,DJ Hussey,26
181,1,DPMD Jayawardene,26
14,2,Yuvraj Singh,26
633,1,KD Karthik,26
161,1,M Manhas,26
422,2,KW Richardson,26
494,2,MS Dhoni,26
561,2,SS Tiwary,26
173,1,ML Hayden,26
332,2,MN Samuels,26
509,1,GJ Bailey,26
62,1,D Salunkhe,26
244,1,RV Gomez,26
223,2,RV Uthappa,26
589,1,M Vijay,26
334,1,R Dravid,26
334,2,SK Raina,26
111,1,R Dravid,26
176,2,GC Smith,26
16,2,JC Buttler,26
511,1,NV Ojha,26
96,1,SP Fleming,26
450,2,AT Rayudu,26
314,1,R Dravid,26
55,2,KK Nair,26
563,2,SV Samson,26
399,1,RV Uthappa,26
424,1,R Bhatia,26
333,1,SE Marsh,26
575,2,MS Dhoni,26
635,1,KD Karthik,26
238,1,Y Venugopal Rao,26
169,2,LA Pomersbach,26
413,1,G Gambhir,26
91,1,SK Raina,26
542,1,DR Smith,26
14,2,DA Warner,26
236,1,DT Christian,26
236,1,IR Jaggi,25
594,2,EJG Morgan,25
13,1,Ankit Sharma,25
415,1,Mandeep Singh,25
167,2,LRPL Taylor,25
622,2,S Dhawan,25
166,2,WP Saha,25
134,2,MV Boucher,25
295,2,KC Sangakkara,25
198,2,S Badrinath,25
229,1,MD Mishra,25
320,2,DJ Bravo,25
593,2,AT Rayudu,25
166,1,PA Patel,25
11,1,WP Saha,25
13,1,BA Stokes,25
314,2,B Lee,25
617,2,RG Sharma,25
255,1,DPMD Jayawardene,25
95,2,TM Dilshan,25
529,1,NV Ojha,25
450,2,RG Sharma,25
573,2,SK Raina,25
619,1,N Rana,25
426,1,V Kohli,25
423,2,GH Vihari,25
63,2,JH Kallis,25
48,1,M Vohra,25
547,1,DR Smith,25
315,1,SPD Smith,25
224,2,M Manhas,25
113,1,AM Nayar,25
115,1,GC Smith,25
313,1,S Badrinath,25
131,1,SK Raina,25
66,2,S Dhawan,25
116,1,WA Mota,25
245,2,CA Pujara,25
345,1,LRPL Taylor,25
585,1,TG Southee,25
617,1,Sachin Baby,25
343,2,S Badrinath,25
312,2,AJ Finch,25
489,1,MA Agarwal,25
488,1,GJ Maxwell,25
42,1,M Vohra,25
401,1,V Sehwag,25
34,1,AJ Tye,25
11,2,MK Pandey,25
430,1,Harbhajan Singh,25
421,1,KD Karthik,25
195,1,HH Gibbs,25
5,2,SW Billings,25
509,1,M Vohra,25
510,1,Yuvraj Singh,25
266,2,JR Hopes,25
193,2,RS Bopara,25
406,1,G Gambhir,25
240,2,DT Christian,25
406,1,YK Pathan,25
407,2,SS Tiwary,25
407,2,TM Dilshan,25
317,2,R Vinay Kumar,25
500,2,RN ten Doeschate,25
326,1,R Dravid,25
569,2,MS Dhoni,25
351,1,JEC Franklin,25
567,2,RV Uthappa,25
387,1,AM Nayar,25
474,1,KL Rahul,25
11,1,HM Amla,25
260,2,A Mishra,25
147,1,AC Gilchrist,25
61,1,ML Hayden,25
612,1,M Vijay,25
11,1,GJ Maxwell,25
260,2,S Dhawan,25
499,1,DJ Hussey,25
594,1,M Vohra,25
355,1,MS Dhoni,25
250,2,AJ Finch,25
256,2,AS Raut,25
545,2,JP Duminy,25
100,2,LA Pomersbach,25
551,2,DJ Bravo,25
44,1,PA Patel,25
631,1,RV Uthappa,25
419,1,KM Jadhav,25
164,2,A Symonds,25
104,1,JH Kallis,25
541,2,KL Rahul,25
323,1,B Chipli,25
627,1,RV Uthappa,25
545,2,MK Tiwary,25
449,2,R Dravid,25
569,1,R Dhawan,25
445,1,RV Uthappa,25
263,1,V Sehwag,25
289,2,NV Ojha,25
151,2,KC Sangakkara,25
219,1,KA Pollard,25
188,1,SS Tiwary,25
50,1,SE Marsh,25
572,1,KL Rahul,25
603,2,KM Jadhav,25
440,2,R Sathish,25
142,2,S Sohal,25
247,2,RA Jadeja,25
308,2,JEC Franklin,25
188,1,SR Tendulkar,25
39,1,MC Henriques,25
536,1,KK Nair,25
346,1,JP Duminy,25
298,1,Yuvraj Singh,24
298,2,MK Tiwary,24
112,2,Salman Butt,24
527,1,RA Jadeja,24
610,2,DA Warner,24
180,1,NV Ojha,24
609,1,SW Billings,24
455,2,SR Watson,24
107,2,PA Patel,24
9,1,SW Billings,24
200,2,AD Mathews,24
354,2,Azhar Mahmood,24
271,1,M Manhas,24
172,2,A Symonds,24
172,2,TL Suman,24
485,1,M Vijay,24
483,1,Q de Kock,24
93,2,GC Smith,24
118,2,A Flintoff,24
221,1,AT Rayudu,24
617,1,AB de Villiers,24
286,1,S Dhawan,24
484,2,RR Rossouw,24
341,1,PA Patel,24
362,2,SPD Smith,24
49,2,PJ Cummins,24
395,2,Yuvraj Singh,24
312,2,IK Pathan,24
427,1,OA Shah,24
460,1,SK Raina,24
203,2,YK Pathan,24
446,1,RA Jadeja,24
76,1,V Sehwag,24
73,1,KD Karthik,24
315,2,AM Nayar,24
496,2,DA Miller,24
541,1,RG Sharma,24
396,1,MA Agarwal,24
244,2,GC Smith,24
113,1,YV Takawale,24
315,2,Mandeep Singh,24
422,2,B Kumar,24
332,2,SC Ganguly,24
5,1,SR Watson,24
82,2,Shoaib Malik,24
492,2,AM Rahane,24
112,2,Umar Gul,24
336,2,Mandeep Singh,24
335,2,Y Nagar,24
411,2,MR Marsh,24
170,2,TM Dilshan,24
322,1,SP Goswami,24
105,1,Salman Butt,24
212,1,IK Pathan,24
545,2,SS Tiwary,24
274,2,BJ Hodge,24
1,2,Mandeep Singh,24
71,1,BB McCullum,24
277,1,SR Tendulkar,24
607,1,SK Raina,24
65,1,PP Chawla,24
564,1,S Dhawan,24
564,2,M Vijay,24
39,2,SV Samson,24
40,1,G Gambhir,24
283,1,M Klinger,24
97,2,Kamran Akmal,24
399,2,M Vijay,24
597,1,JC Buttler,24
196,2,Yuvraj Singh,24
390,1,AT Rayudu,24
263,1,Y Venugopal Rao,24
535,2,SA Yadav,24
520,2,AR Patel,24
378,1,LR Shukla,24
174,1,RG Sharma,24
316,2,KA Pollard,24
520,2,GJ Bailey,24
23,1,MK Pandey,24
465,1,F du Plessis,24
192,1,V Kohli,24
122,2,JH Kallis,24
92,2,AC Gilchrist,24
92,1,A Chopra,24
61,2,K Goel,24
582,2,SK Raina,24
373,2,JP Duminy,24
140,2,YK Pathan,24
371,2,Mandeep Singh,24
451,2,IK Pathan,24
515,2,DR Smith,24
458,2,AP Tare,24
366,1,DT Christian,24
560,2,G Gambhir,24
451,1,RV Uthappa,24
608,2,WP Saha,24
39,1,KS Williamson,24
421,2,P Kumar,24
232,1,S Anirudha,24
360,1,SR Tendulkar,24
132,2,BJ Hodge,24
67,2,DJ Bravo,24
549,1,KA Pollard,24
530,1,Harbhajan Singh,24
359,2,PA Reddy,24
24,1,HH Pandya,24
434,2,JH Kallis,24
189,1,AC Gilchrist,24
173,2,V Kohli,24
531,2,KL Rahul,24
471,2,SR Watson,24
292,2,KA Pollard,24
443,2,Mandeep Singh,24
188,1,R Sathish,24
383,1,V Kohli,24
384,2,RV Uthappa,24
626,2,WP Saha,24
441,2,MK Tiwary,24
15,2,DA Miller,24
59,1,RG Sharma,24
558,1,DA Warner,24
105,2,GC Smith,24
57,1,KS Williamson,24
81,1,IK Pathan,24
322,2,MK Tiwary,24
570,2,UT Yadav,24
503,2,NV Ojha,24
233,1,Y Venugopal Rao,24
453,1,JH Kallis,24
452,2,MS Dhoni,24
165,2,RA Jadeja,24
355,2,DR Smith,24
554,1,F du Plessis,24
380,2,LRPL Taylor,24
605,1,MS Dhoni,24
468,1,SA Yadav,24
454,2,KA Pollard,24
256,2,SR Watson,24
524,1,DA Miller,24
4,2,AR Patel,24
236,1,S Dhawan,24
102,1,SR Tendulkar,23
63,2,V Kohli,23
136,1,TL Suman,23
365,2,CJ Ferguson,23
47,1,PA Patel,23
199,1,DJ Bravo,23
634,2,SA Yadav,23
559,1,BB McCullum,23
320,2,SK Raina,23
502,2,V Sehwag,23
100,2,Yuvraj Singh,23
90,1,R Vinay Kumar,23
20,2,RA Jadeja,23
20,2,SK Raina,23
469,2,MK Tiwary,23
470,1,AP Tare,23
471,2,AM Rahane,23
354,2,Gurkeerat Singh,23
380,1,MS Dhoni,23
443,1,V Sehwag,23
357,1,V Sehwag,23
64,1,AC Gilchrist,23
89,1,Y Venugopal Rao,23
581,2,PA Patel,23
211,1,SK Raina,23
517,2,G Gambhir,23
550,1,RV Uthappa,23
382,2,JH Kallis,23
382,2,MK Tiwary,23
383,2,SR Tendulkar,23
475,2,R Dhawan,23
612,2,KK Nair,23
442,1,DJ Bravo,23
188,2,RV Uthappa,23
385,2,UBT Chand,23
567,2,Shakib Al Hasan,23
474,1,DJG Sammy,23
29,1,MS Dhoni,23
520,2,DA Miller,23
129,2,M Manhas,23
467,2,R Bhatia,23
191,2,S Dhawan,23
446,2,J Botha,23
438,2,IK Pathan,23
188,1,Z Khan,23
532,2,SA Yadav,23
549,1,PA Patel,23
549,2,SPD Smith,23
216,1,M Vijay,23
290,1,OA Shah,23
116,1,SE Marsh,23
388,2,PA Reddy,23
186,1,HH Gibbs,23
435,2,NLTC Perera,23
390,2,M Morkel,23
434,2,DB Das,23
193,2,DPMD Jayawardene,23
447,1,GJ Maxwell,23
449,1,DJG Sammy,23
485,2,MK Pandey,23
513,1,JP Faulkner,23
392,1,MK Tiwary,23
616,1,Yuvraj Singh,23
341,2,SC Ganguly,23
433,1,KM Jadhav,23
394,1,IK Pathan,23
486,2,MS Dhoni,23
395,2,TL Suman,23
432,1,KC Sangakkara,23
361,2,SK Raina,23
464,1,AM Nayar,23
522,1,MK Pandey,23
87,1,V Sehwag,23
61,2,Yuvraj Singh,23
554,2,KD Karthik,23
313,2,CL White,23
113,2,RA Jadeja,23
337,2,JH Kallis,23
398,1,Azhar Mahmood,23
430,1,KD Karthik,23
336,1,SR Tendulkar,23
337,1,PA Patel,23
284,1,PC Valthaty,23
180,2,KD Karthik,23
529,1,RS Bopara,23
295,1,MK Pandey,23
295,1,Yuvraj Singh,23
295,2,JP Duminy,23
255,1,BB McCullum,23
253,2,Y Nagar,23
314,1,OA Shah,23
314,1,SP Goswami,23
623,2,RR Pant,23
97,2,M Rawat,23
178,2,SC Ganguly,23
265,2,RA Jadeja,23
283,1,RA Jadeja,23
424,1,S Narwal,23
425,1,JA Morkel,23
563,2,AM Rahane,23
573,2,R Ashwin,23
454,1,M Vijay,23
63,2,LRPL Taylor,23
134,2,JH Kallis,23
365,2,AD Mathews,23
629,2,NLTC Perera,23
176,1,AP Tare,23
32,2,MJ Guptill,23
176,1,ST Jayasuriya,23
282,2,IK Pathan,23
14,2,S Dhawan,23
405,2,NLTC Perera,23
332,2,SPD Smith,23
509,2,AM Rahane,23
590,1,KL Rahul,23
596,1,MS Dhoni,23
232,2,A Symonds,23
229,2,M Manhas,23
162,2,MS Dhoni,23
405,1,PP Chawla,23
202,1,KP Pietersen,23
133,1,M Manhas,23
551,2,SK Raina,23
108,1,LPC Silva,23
498,1,JP Faulkner,23
231,2,R Dravid,23
500,1,IK Pathan,23
237,2,V Kohli,23
323,2,Y Nagar,23
164,2,AC Gilchrist,23
268,2,RV Uthappa,23
85,1,MS Dhoni,23
85,2,RG Sharma,23
504,1,F du Plessis,23
417,1,SR Tendulkar,23
165,1,KD Karthik,23
165,2,MM Patel,23
417,2,R Rampaul,23
171,1,RE van der Merwe,23
541,2,RS Bopara,23
69,2,DJ Bravo,23
237,1,RA Jadeja,23
168,1,NV Ojha,22
1,2,SR Watson,22
545,2,AD Mathews,22
120,1,RS Bopara,22
389,2,G Gambhir,22
219,2,AA Jhunjhunwala,22
478,1,MS Dhoni,22
43,1,AM Rahane,22
582,2,DJ Bravo,22
345,2,BJ Hodge,22
118,1,S Dhawan,22
594,1,NS Naik,22
325,2,G Gambhir,22
409,2,M Vohra,22
544,1,A Ashish Reddy,22
234,1,MS Dhoni,22
201,1,PP Chawla,22
577,1,AT Rayudu,22
513,2,MEK Hussey,22
54,1,AR Patel,22
261,1,RA Jadeja,22
440,1,KV Sharma,22
148,2,YK Pathan,22
162,2,S Badrinath,22
318,1,DJ Bravo,22
392,2,AB de Villiers,22
341,2,M Manhas,22
442,2,R Dravid,22
12,1,CH Gayle,22
393,1,BJ Hodge,22
182,2,WP Saha,22
245,1,JP Duminy,22
487,2,SPD Smith,22
600,1,AD Russell,22
548,1,AR Patel,22
473,1,CM Gautam,22
126,1,RA Jadeja,22
307,1,MS Dhoni,22
340,2,JEC Franklin,22
560,2,MK Pandey,22
326,2,V Kohli,22
500,1,NV Ojha,22
15,1,SS Iyer,22
15,2,EJG Morgan,22
450,2,AP Tare,22
450,2,KA Pollard,22
196,2,IK Pathan,22
269,1,Y Nagar,22
340,1,Mandeep Singh,22
242,2,DJ Jacobs,22
490,2,MS Dhoni,22
223,1,SR Watson,22
179,2,JM Kemp,22
28,1,MK Tiwary,22
420,2,R Dravid,22
98,2,HH Gibbs,22
240,1,YK Pathan,22
196,2,MS Bisla,22
302,1,WP Saha,22
131,1,MS Dhoni,22
205,2,RV Uthappa,22
317,1,JH Kallis,22
239,2,RV Uthappa,22
231,1,AM Nayar,22
328,2,AL Menaria,22
229,2,A Nehra,22
405,1,DJ Hussey,22
57,1,V Shankar,22
68,2,SK Warne,22
402,2,RV Uthappa,22
521,2,RS Bopara,22
375,2,JD Ryder,22
605,2,AT Rayudu,22
26,2,AJ Tye,22
195,1,A Symonds,22
360,1,AT Rayudu,22
175,2,VVS Laxman,22
561,1,EJG Morgan,22
420,1,MC Henriques,22
420,1,R Vinay Kumar,22
428,2,S Dhawan,22
430,1,DR Smith,22
430,2,MEK Hussey,22
156,2,JD Ryder,22
82,1,RV Uthappa,22
580,2,EJG Morgan,22
582,1,MS Dhoni,22
209,2,LRPL Taylor,22
468,1,RV Uthappa,22
241,2,AL Menaria,22
88,2,J Arunkumar,22
97,2,SR Watson,22
129,1,V Kohli,22
553,2,Yuvraj Singh,22
266,1,SP Goswami,22
284,2,RV Uthappa,22
538,2,D Wiese,22
599,1,JP Faulkner,22
494,1,STR Binny,22
425,2,DJ Hussey,22
265,2,NLTC Perera,22
283,1,BB McCullum,22
423,1,RG Sharma,22
465,2,JDS Neesham,22
142,1,SC Ganguly,22
359,1,SE Marsh,22
495,1,CH Gayle,22
506,1,YK Pathan,22
506,2,Yuvraj Singh,22
544,2,GJ Bailey,22
545,1,MK Pandey,22
545,1,PP Chawla,22
69,2,SM Pollock,22
122,1,A Flintoff,22
248,1,MS Dhoni,22
246,1,SR Watson,22
137,1,MS Dhoni,22
456,2,KD Karthik,22
136,1,AA Bilakhia,22
412,1,R Sathish,22
319,1,RG Sharma,21
166,1,JA Morkel,21
592,2,R Bhatia,21
410,2,MS Dhoni,21
503,1,Yuvraj Singh,21
321,2,PP Chawla,21
321,2,AC Gilchrist,21
457,1,KD Karthik,21
370,2,KD Karthik,21
370,1,YK Pathan,21
369,1,Mandeep Singh,21
577,2,KP Pietersen,21
216,2,MD Mishra,21
567,1,PA Patel,21
53,2,G Gambhir,21
79,1,PA Patel,21
70,2,YK Pathan,21
14,2,Bipul Sharma,21
14,1,YK Pathan,21
226,2,KP Pietersen,21
207,2,A Symonds,21
191,2,R Sathish,21
444,2,DR Smith,21
465,2,KD Karthik,21
423,2,KC Sangakkara,21
178,1,R Dravid,21
426,1,CH Gayle,21
55,2,Mohammed Shami,21
33,1,MS Dhoni,21
313,2,S Dhawan,21
357,1,DA Warner,21
306,1,AB de Villiers,21
553,1,SR Watson,21
552,2,GJ Bailey,21
251,1,AL Menaria,21
129,2,AB de Villiers,21
634,1,DJ Hooda,21
633,2,STR Binny,21
281,2,JH Kallis,21
620,2,RA Jadeja,21
374,2,Y Venugopal Rao,21
377,1,AL Menaria,21
447,1,KD Karthik,21
44,2,KK Nair,21
207,1,KA Pollard,21
360,1,KA Pollard,21
177,1,IK Pathan,21
598,1,B Kumar,21
34,1,JP Faulkner,21
468,2,PA Patel,21
128,2,DJ Bravo,21
582,1,AM Rahane,21
82,2,AB de Villiers,21
630,2,RA Jadeja,21
336,2,DJ Hussey,21
227,1,AJ Finch,21
228,1,DPMD Jayawardene,21
294,2,PA Patel,21
140,2,SK Warne,21
605,2,PA Patel,21
253,2,Y Venugopal Rao,21
161,2,IK Pathan,21
182,2,M Kartik,21
81,1,PP Chawla,21
551,2,DR Smith,21
382,1,DA Warner,21
471,1,V Kohli,21
243,2,KD Karthik,21
554,2,AB de Villiers,21
489,1,LR Shukla,21
488,1,Mandeep Singh,21
18,1,SW Billings,21
239,2,Yuvraj Singh,21
609,2,SS Tiwary,21
202,1,RV Uthappa,21
202,1,CL White,21
107,1,P Kumar,21
107,2,SK Raina,21
621,1,UT Khawaja,21
144,2,RG Sharma,21
550,2,CH Gayle,21
260,2,DT Christian,21
126,1,AS Raut,21
212,2,YK Pathan,21
600,1,SA Yadav,21
487,1,IK Pathan,21
61,2,SM Katich,21
244,1,PA Patel,21
78,1,M Kaif,21
535,1,Yuvraj Singh,21
123,2,BB McCullum,21
570,2,MK Pandey,21
386,1,Harbhajan Singh,21
613,2,Harbhajan Singh,21
341,2,MK Pandey,21
221,1,JP Duminy,21
18,1,KK Nair,21
278,1,PA Patel,21
234,2,AT Rayudu,21
104,2,AB de Villiers,21
198,2,MS Dhoni,21
25,1,KS Williamson,21
608,2,AR Patel,21
529,1,DA Warner,21
528,2,JP Duminy,21
365,1,R Dravid,21
134,1,WP Saha,21
575,2,F du Plessis,21
420,1,AB de Villiers,21
74,1,PA Patel,21
280,2,PC Valthaty,21
185,1,R Bhatia,21
42,1,WP Saha,21
188,1,KA Pollard,21
290,2,DJ Hussey,21
62,1,SR Watson,21
307,2,Z Khan,21
536,2,M Vijay,21
615,2,HM Amla,21
218,2,Yuvraj Singh,21
94,1,Misbah-ul-Haq,21
514,1,MK Pandey,21
576,2,MM Sharma,21
256,1,KD Karthik,21
525,1,CH Gayle,21
558,2,SV Samson,21
71,2,PA Patel,21
504,2,G Gambhir,21
504,1,MS Dhoni,21
559,2,HH Pandya,21
417,2,SS Tiwary,21
150,2,DA Warner,21
42,2,P Negi,21
602,2,SA Yadav,21
152,1,SK Warne,21
289,2,DA Warner,21
482,2,Shakib Al Hasan,21
94,1,V Kohli,21
311,1,BJ Hodge,21
236,2,LRPL Taylor,21
367,1,SS Tiwary,21
456,1,AM Rahane,21
2,2,BA Stokes,21
272,1,MS Dhoni,21
69,2,RV Uthappa,21
416,1,A Mishra,21
415,1,DJ Hussey,21
201,1,DPMD Jayawardene,20
203,2,P Dogra,20
635,1,DJ Bravo,20
167,1,Y Nagar,20
623,2,CH Morris,20
65,1,KC Sangakkara,20
198,1,AC Voges,20
93,1,AB de Villiers,20
515,1,RG Sharma,20
515,1,CJ Anderson,20
309,2,V Sehwag,20
476,1,SV Samson,20
236,2,AG Paunikar,20
595,1,AB de Villiers,20
215,1,R Sathish,20
615,1,V Kohli,20
122,2,RV Uthappa,20
122,2,R Dravid,20
477,2,BR Dunk,20
219,2,AS Raut,20
78,2,AB Agarkar,20
101,2,JH Kallis,20
273,1,KA Pollard,20
276,1,LRPL Taylor,20
148,2,GC Smith,20
63,1,AM Nayar,20
91,2,RR Sarwan,20
213,2,KD Karthik,20
67,2,ST Jayasuriya,20
566,2,Mandeep Singh,20
53,2,YK Pathan,20
514,1,YK Pathan,20
514,1,SA Yadav,20
262,2,M Manhas,20
386,2,MEK Hussey,20
325,2,MK Tiwary,20
324,1,SK Raina,20
269,1,TR Birt,20
164,1,Yuvraj Singh,20
173,1,JA Morkel,20
277,2,Yuvraj Singh,20
317,2,DL Vettori,20
201,2,KA Pollard,20
296,1,PC Valthaty,20
475,1,CH Gayle,20
519,2,KM Jadhav,20
585,1,KH Pandya,20
42,1,SE Marsh,20
585,1,AT Rayudu,20
558,1,MC Henriques,20
60,1,RT Ponting,20
163,1,BB McCullum,20
162,2,SK Raina,20
540,1,STR Binny,20
280,2,KD Karthik,20
139,2,K Goel,20
534,2,MS Bisla,20
153,2,V Kohli,20
566,1,AR Patel,20
52,1,RA Jadeja,20
212,1,MS Bisla,20
292,1,S Sohal,20
385,2,MC Juneja,20
147,1,TL Suman,20
254,2,RG Sharma,20
610,1,SK Raina,20
461,1,KL Rahul,20
106,2,DR Smith,20
106,2,ST Jayasuriya,20
497,2,YK Pathan,20
622,1,DA Miller,20
173,1,SK Raina,20
421,1,KA Pollard,20
161,2,SM Katich,20
230,2,DJ Hussey,20
573,2,DJ Bravo,20
599,2,RR Pant,20
432,1,PA Patel,20
155,1,WPUJC Vaas,20
114,2,PA Patel,20
114,1,SB Styris,20
243,2,Sunny Singh,20
299,1,KA Pollard,20
527,1,F du Plessis,20
540,2,CH Gayle,20
360,1,Harbhajan Singh,20
10,1,BCJ Cutting,20
9,2,MA Agarwal,20
294,1,SR Watson,20
579,1,WP Saha,20
443,2,DJ Hussey,20
380,1,MEK Hussey,20
126,2,Yashpal Singh,20
470,2,F du Plessis,20
469,2,JP Duminy,20
338,2,STR Binny,20
221,2,V Sehwag,20
90,1,SP Goswami,20
46,1,GJ Maxwell,20
402,2,AD Mathews,20
496,1,AJ Finch,20
109,2,MF Maharoof,20
315,1,SC Ganguly,20
88,1,SC Ganguly,20
194,2,KA Pollard,20
194,1,ML Hayden,20
448,2,Gurkeerat Singh,20
571,1,SS Iyer,20
226,1,KA Pollard,20
225,2,MD Mishra,20
225,1,Yuvraj Singh,20
430,2,RA Jadeja,20
157,1,K Goel,20
551,1,NV Ojha,20
177,2,KD Karthik,20
618,2,KK Nair,20
333,1,Mandeep Singh,20
400,1,DA Miller,20
424,1,YK Pathan,20
579,2,SK Raina,20
444,2,RG Sharma,20
285,2,R Dravid,20
313,2,PA Patel,20
250,1,M Manhas,20
554,1,BB McCullum,20
128,2,Harbhajan Singh,20
581,2,MJ McClenaghan,20
259,2,DJ Hussey,20
192,1,MK Pandey,20
178,1,RV Uthappa,20
588,2,MC Henriques,20
564,2,M Vohra,20
450,1,M Vohra,20
373,1,AL Menaria,20
551,2,MS Dhoni,20
523,2,KK Nair,20
524,2,KA Pollard,20
137,2,YK Pathan,20
609,1,SV Samson,20
609,1,CR Brathwaite,20
151,1,AC Gilchrist,20
534,2,Iqbal Abdulla,20
37,1,V Kohli,20
169,1,SK Raina,20
318,2,DPMD Jayawardene,20
85,2,Shahid Afridi,20
319,2,AL Menaria,20
200,2,WP Saha,20
136,2,V Sehwag,20
297,1,SK Raina,19
456,1,BJ Hodge,19
607,2,SV Samson,19
368,1,DB Das,19
369,2,IK Pathan,19
322,1,AM Rahane,19
238,1,V Sehwag,19
413,1,YK Pathan,19
593,1,SS Iyer,19
346,2,AT Rayudu,19
150,2,G Gambhir,19
438,2,DPMD Jayawardene,19
73,1,Shoaib Malik,19
609,1,P Negi,19
2,1,PA Patel,19
492,1,CH Gayle,19
619,1,KH Pandya,19
38,1,RA Jadeja,19
266,1,RN ten Doeschate,19
266,2,Y Nagar,19
266,2,Y Venugopal Rao,19
283,1,PA Patel,19
50,2,KV Sharma,19
572,1,DW Steyn,19
192,1,JH Kallis,19
142,1,BB McCullum,19
142,2,IK Pathan,19
580,2,MC Henriques,19
43,2,S Dhawan,19
209,1,DL Vettori,19
466,2,AJ Finch,19
285,2,AS Raut,19
537,2,AD Russell,19
75,1,RT Ponting,19
179,1,RG Sharma,19
599,1,KD Karthik,19
207,2,AC Gilchrist,19
226,1,SR Tendulkar,19
510,1,YV Takawale,19
597,2,M Vijay,19
401,1,IK Pathan,19
547,1,BB McCullum,19
23,2,RA Jadeja,19
580,1,SR Watson,19
447,2,SR Watson,19
531,1,KM Jadhav,19
158,1,G Gambhir,19
182,2,LR Shukla,19
395,1,KA Pollard,19
429,1,CA Pujara,19
127,2,K Goel,19
50,1,AR Patel,19
631,2,Yuvraj Singh,19
